CYRIL MORRIS ARKWRIGHT,HO,Churchgate HouseBL1 1HS,01204 535261,info@cma-law.co.uk, 01204 363354,: http://www.cma-law.co.uk,52503
D D E LAW LIMITED,HO,53 Eccleston StreetL34 5QH,0151 493 9993,andyegerton@hotmail.co.uk, 0151 493 9926,: http://www.ddelaw.com,515999
D F NOBLE LIMITED,HO,21 High StreetSG17 5DD,01462 814 055,admin@noblesolicitors.co.uk, 01462 814 155,: http://www.noblesolicitors.co.uk,510086
D F NOBLE LIMITED,BRN,50-52 Alma StreetLU1 2PL,01582 749 490,admin@noblesolicitors.co.uk,,: http://www.noblesolicitors.co.uk,511145
D F NOBLE LIMITED,BRN,5-7 StonebankAL8 6NQ,01707 326 241,admin@noblesolicitors.co.uk,,: http://www.noblesolicitors.co.uk,511151
D F NOBLE LIMITED,BRN,3 High Town RoadLU2 0BW,01582 454 083,operations@sra.org.uk,,: http://www.noblesolicitors.co.uk,511155
D J QUELCH,HO,Orchard HouseRH13 8AL,01403 865096,operations@sra.org.uk, 01403 864022,,203818
D K LAW LIMITED,HO,4 Upper Tachbrook StreetSW1V 1SH,0207 233 9939,NS@dklaw.co.uk, 0870 1224139,,488452
D'ANGIBAU LLP,HO,2 Sea RoadBH5 1DA,01202 393506,initialsurname@dangibau.co.uk, 01202 394231,: http://www.dangibau.co.uk,484824
D. GOLDSMITH & CO SOLICITORS,HO,Unit 1 Frees WarehouseSN8 1AG,01672 512 168,d.goldsmith@dgrlaw.co.uk, 01672 511 797,: http://www.dgrlaw.co.uk,510440
D.H. REYNOLDS,HO,8 The Forum CentreDT1 1TT,01305 269740,reynolds@mart.1986.freeserve.co.uk, 01305 257 552,,472622
DALE AND CO SOLICITORS LIMITED,HO,11 Beaumont FeeLN1 1UH,01522 513 399,rdale@dale-law.co.uk, 01522 530 589,: http://www.dale-law.co.uk,496575
DALE R WALKER,HO,Suite 1TN13 1XJ,01732 779 369,info@dalerwalkersolicitor.co.uk, 01732 450 704,,70055
DALTON BARRETT SOLICITORS,HO,33 Milligan StreetE14 8AT,0207 537 7904,barrett582@btinternet.com,,,211297
DALTON HOLMES GRAY,HO,7a D'Arblay StreetW1F 8DF,020 7025 7878,enquiries@daltonholmesgray.co.uk, 020 7025 7877,,361366
DANIEL ARAMIDE SOLICITORS,HO,Office 3  Second FloorRM13 9YA,01708 525 961,daramide@gmail.com, 0870 762 2672,: http://www.aramidesolicitors.co.uk,471903
DANIEL BERMAN & CO,HO,39-51 Highgate RoadNW5 1RS,020 7428 7798,djb@danielberman.co.uk, 020 7428 7799,: http://www.danielberman.co.uk,287218
DANIEL W. O'CALLAGHAN,HO,5 Priory GardensN6 5QY,020 8341 7865,operations@sra.org.uk, 020 8292 2523,,77067
DANIEL WOODMAN & CO LTD,HO,Ground FloorBS3 1RT,0117 902 8003,dwoodman@danielwoodman.co.uk, 0117 902 8004,: http://www.danielwoodman.co.uk,386414
DAR & CO SOLICITORS AND ESTATE AGENTS,HO,171 Wilmslow RoadM14 5AP,0161 225 3777,darandco@tiscali.co.uk, 0161 257 2375,: http://www.darsolicitors.co.uk,346741
DARBY & DARBY,HO,Tudor ChambersTQ1 4PR,01803 313656,ben@darbylaw.co.uk, 01803 313460,: http://darbylaw.co.uk,61431
DARBYS SOLICITORS LLP,HO,52 New Inn Hall StreetOX1 2DN,01865 811700,info@darbys.co.uk, 01865 811777,: http://www.darbys.co.uk,448914
DARE EMMANUEL,HO,Suite 3.26E1 1DU,020 7392 9566,operations@sra.org.uk, 020 7392 9577,,350182
DARRYL INGRAM & CO,HO,1-3 Heriot RoadNW4 2EG,020 8202 0843,operations@sra.org.uk, 020 8202 1485,,62242
DARWIN MCGROGAN,HO,Second FloorYO1 9SB,01904 613077,contact@darwinmcgrogan.co.uk, 01904 613066,,437548
DASS SOLICITORS,HO,The Old Doctors SurgeryB3 3QE,0121 248 4000,law@dass-solicitors.com, 0121 248 4020,,263609
DASS SOLICITORS,BRN,Millbank TowerSW1P 4QP,0207 802 5040,law@dass-solicitors.com, 0207 802 5044,,363751
DAVENPORT LAW LIMITED,HO,23 Margerison CrescentLS29 8QZ,01943 608226,kd@davenport-law.co.uk, 01943 608226,,516128
DAVENPORT LYONS,HO,30 Old Burlington StreetW1S 3NL,020 7468 2600,dl@davenportlyons.com, 0207 437 8216,: http://www.davenportlyons.com,49564
DAVID AKE & CO,HO,Falk HouseLS1 2RA,0113 244 8808,dja@davidake.co.uk, 0113 2468303,: http://www.davidake.co.uk,76234
DAVID AULD & CO,HO,22A Newgate StreetNE61 1BA,01670 505844,lynn.auld@david-auld.co.uk, 01670 505848,,74364
DAVID AULD & CO,BRN,100-102 Front Street EastNE22 5AE,01670 826870,tracey.connolly@david-auld.co.uk, 01670 530237,,74365
DAVID AULD & CO,BRN,35 Bondgate WithoutNE66 1PR,01665 604646,angela.kirchoff@david-auld.co.uk, 01665 604660,,388939
DAVID BANKS SOLICITORS,HO,2a Forest Hall RoadNE12 9AJ,0191 2664776,db@davidbankssolicitors.co.uk, 0191 2667944,: http://www.davidbankssolicitors.co.uk,508439
DAVID BARNEY & CO,HO,Equity HouseSG1 1DA,01438 314281,davidtough@davidbarney.co.uk, 01438 222330,,46633
DAVID BENDELL & CO,HO,Catherine HouseLE10 0JT,01455 619322,bendells-solicitors@hinckley-oofreeserve.co.uk, 01455 619346,: http://www.david-bendell.com,71488
DAVID BILLINGHAM & PARTNERS,HO,Mill HouseGL52 8LR,01242 676224,dgb@billinghamandpartners.co.uk, 01242 677131,,47095
DAVID BRYSON SOLICITOR,HO,71 The Wills BuildingNE7 7RH,0191 209 3461,operations@sra.org.uk,,,344458
DAVID C HATFIELD & CO,HO,73 Ellison StreetNE32 3JU,0191 489 9450,operations@sra.org.uk, 0191 428 0079,,50865
DAVID C PARTRIDGE LIMITED,HO,18 Rectory PlaceLE11 1UU,01509 268 931,operations@sra.org.uk, 01509 610 217,,498215
DAVID CLARK & CO,HO,38 Heath StreetNW3 6TE,020 7433 1562,office@davidclarkandco.co.uk, 020 7433 1625,: http://www.davidclarkandco.co.uk,71669
DAVID COWAN,HO,114 South StreetRH4 2EW,01306 886622,enquiries@cowansdorking.co.uk, 01306 740183,: http://www.cowansdorking.co.uk,62004
DAVID CRAYFORD,HO,14 Harcourt DriveRG6 5TJ,0118 931 1447,dcrayford@hotmail.co.uk, 0118 931 2725,,72601
DAVID GIBSON LIMITED,HO,Great North HouseNE1 8ND,0191 233 9700,info@crutes.co.uk, 0191 233 9704,: http://www.crutes.co.uk,446329
DAVID GRAY SOLICITORS,HO,Old County CourtNE1 5XU,0191 232 9547,lawyers@davidgray.co.uk, 0191 230 4149,: http://www.davidgray.co.uk,50096
DAVID HARTER,HO,12 Thornhill SquareN1 1BQ,020 7607 1163,operations@sra.org.uk,,,73494
DAVID HURLEY ASSOCIATES,HO,1107 Christchurch RoadBH7 6BQ,01202 436100,law@davidhurley.co.uk, 01202 436100,,71336
DAVID LACIDE & CO,HO,Office Suite 1WN8 8AZ,01695 722 444,dl@dlsolicitors.co.uk, 01695 723 300,,406064
DAVID LAMB LTD,HO,7 Collingwood StreetNE1 1JE,0191 232 3048,enquire@beechampeacock.co.uk, 0191 261 7255,: http://www.beachampeacock.co.uk,522221
DAVID PHILLIPS & PARTNERS,HO,202 Stanley RoadL20 3EP,0151 922 5525,info@dpp-law.com, 0151 922 8298,: http://www.dpp-law.com,73353
DAVID PHILLIPS & PARTNERS,BRN,268 Stanley RoadL20 3ER,0151 933 5525,info@dpp-law.com, 0151 922 3784,: http://www.dpp-law.com,73355
DAVID PHILLIPS & PARTNERS,BRN,72 Wimpole StreetW1G 9RP,020 7486 5525,info@dpp-law.com, 020 7486 5526,: http://www.dpp-law.com,193361
DAVID PHILLIPS & PARTNERS,BRN,Second FloorL2 0NB,0151 236 3331,info@dpp-law.com, 0151 236 4447,: http://www.dpp-law.com,303430
DAVID PHILLIPS & PARTNERS,BRN,319a High RoadRM6 6AX,020 8597 5557,info@dpp-law.com, 020 8599 3435,: http://www.dpp-law.com,404778
DAVID PHILLIPS & PARTNERS,BRN,1st FloorBB9 7JS,01282 606 443,info@dpp-law.com, 01282 606 443,: http://www.dpp-law.com,441456
DAVID PHILLIPS & PARTNERS,BRN,130 High StreetHA3 7AL,020 8861 3800,info@dpp-law.com, 020 8861 3332,: http://www.dpp-law.com,451001
DAVID PHILLIPS & PARTNERS,BRN,120 Cornwall BuildingsB3 3QR,0844 845 5525,info@dpp-law.com, 0121 222 4164,: http://www.dpp-law.com,465526
DAVID PHILLIPS & PARTNERS,BRN,219A  Block PSE18 6PF,020 8597 5557,info@dpp-law.com, 020 8599 3435,: http://www.dpp.law.com,497338
DAVID PHILLIPS & PARTNERS (INCORPORATING AZIZ PHILLIPS),BRN,5A High LaneM21 9DJ,O161 860 7354,info@dpp-law.com, 0161 862 9580,: http://www.dpp-law.com,403572
DAVID PLAYFORD & COMPANY,HO,11 CabstandBS20 7HW,01275 840111,davidplayford@btconnect.com, 01275 840 222,,207829
DAVID RUBIE MITCHELL & CO,HO,54 The MarketSM1 3HE,020 8641 0575,operations@sra.org.uk, 020 8644 9740,: http://www.rubiemitchell.co.uk,54639
DAVID SCOURFIELD SOLICITORS,HO,28-30 Baker StreetTS1 2LH,01642 874999,law@david-scourfield.co.uk, 01642 874025,,369939
DAVID STREET & COMPANY,HO,Eagle HouseRH10 6AE,01293 616191,info@streetlegal.co.uk, 01293 616404,,74738
DAVID T LEIGH LIMITED,HO,18 Rectory PlaceLE11 1UU,01509 268 931,operations@sra.org.uk, 01509 610 217,,498207
DAVID T LEIGH LIMITED,BRN,Suite 3LE10 0JT,01455 635 467,operations@sra.org.uk, 01455 617 272,,498212
DAVID TAYLOR PARTNERSHIP,HO,Third FloorL1 6AA,0151 227 2557,enquiries@dtp-law.co.uk, 0151 227 2558,,76045
DAVID TEAGUE,HO,Plymouth Solicitors ChambersPL1 2AH,01752 600950,operations@sra.org.uk, 01752 250770,,427818
DAVID THOMAS SOLICITORS,HO,3rd FloorW1H 5LD,020 7724 8605,info@dtslaw.co.uk, 020 7723 6719,: http://www.dtslaw.co.uk,427479
DAVIES AND PARTNERS,HO,Rowan HouseGL4 3RT,01452 612345,operations@sra.org.uk, 01452 611922,: http://www.daviesandpartners.com,68156
DAVIES ARNOLD COOPER LLP,HO,6-8 Bouverie StreetEC4Y 8DD,0207 936 2222,DACLON@DAC.CO.UK, 0207 936 2020,: http://www.dac.co.uk,488319
DAVIES ARNOLD COOPER LLP,BRN,85 Gracechurch StreetEC3V 0AA,0207 936 2222,daclon@dac.co.uk, 0207 936 2020,: http://www.dac.co.uk,488320
DAVIES ARNOLD COOPER LLP,BRN,60 Fountain StreetM2 2FE,0161 839 8396,dacman@dac.co.uk, 0161 839 8309,: http://www.dac.co.uk,488325
DAVIES BLUNDEN & EVANS,HO,43-45 Victoria RoadGU14 7PD,01252 541 633,law@dbande.co.uk, 01252 545015,: http://www.dbande.co.uk,280516
DAVIES BLUNDEN & EVANS,BRN,68a Reading RoadGU46 7UJ,01252 872617,yateley@dbande.co.uk, 01252 874999,: http://www.dbande.co.uk,280519
DAVIS & CO,HO,3 Victoria MewsLE1 7GZ,0116 285 4774,info@davisandcosolicitors.com, 0116 255 1645,: http://www.davisandcosolicitors.com,49694
DAVIS & CO,BRN,Beckett HouseNN1 5AW,0116 285 4774,operations@sra.org.uk,,: http://www.davisandcosolicitors.com,499834
DAVIS-LAW ASSOCIATES,HO,Bishops HouseSL9 9HE,01753 888 776,info@davis-law.co.uk, 01753 880 407,: http://www.davis-law.co.uk,522432
DAVISON FLYNN DUKE SOLICITORS,HO,The Antiques TriangleCH41 5DL,0151 513 3333,paul.davison@dfd-solicitors.co.uk, 0151 513 3334,: http://www.dfb-solicitors.co.uk,417869
DAVISONS,HO,Sycamore HouseB15 1TH,0121 685 1234,lawyers@edg.davisons-solicitors.co.uk, 0121 685 1274,: http://www.davisons-solicitors.co.uk,61166
DAVISONS,BRN,1841 Pershore RoadB30 3DJ,0121 685 1255,lawyers@edg.davison-solicitor.co.uk, 0121 685 1264,: http://www.davisonssolicitors.co.uk,61167
DAVISONS,BRN,254 Lichfield RoadB74 2UH,0121 323 2525,lawyers@oak.davisons-solicitors.co.uk, 0121 323 2929,: http://www.davisonsolicitors.co.uk,309096
DAVISONS,BRN,63-65 Beckbury RoadB29 5HS,0121 685 1248,lawyers@weo.davisons-solicitors.co.uk, 0121 685 1254,: http://www.davisonssolicitors.co.uk,425477
DAVISONS SOLICITORS INTERMEDIARY SERVICES,BRN,Sycamore HouseB15 1TH,0871 277 7151,lawyers@edg.davisons-solicitors.co.uk, 0871 277 7161,: http://www.davisonsinfo.co.uk,389269
DB LAW,HO,13 Chapel StreetTR14 8EJ,01209 712428,operations@sra.org.uk, 01209 612137,: http://www.dblaw.org.uk,291366
DB LAW,BRN,3a Alverton StreetTR18 2QH,01736 364261,e-mail@vtjlaw.freeserve.co.uk, 01736 369114,: http://www.dblaw.org.uk,423442
DBL TALBOTS LLP,HO,63 Market StreetDY8 1AQ,01384 445850,info@dbltalbots.co.uk, 01384 378461,: http://www.dbltalbots.co.uk,508462
DBL TALBOTS LLP,BRN,Denning HouseWV2 4DP,01902 427 561,info@dbltalbots.co.uk, 01902 420 787,: http://www.dbltalbots.co.uk,512411
DBL TALBOTS LLP,BRN,2 Station RoadWV8 1BX,01902 843 427,info@dbltalbots.co.uk, 01902 847 424,: http://www.dbltalbots.co.uk,512412
DBL TALBOTS LLP,BRN,195 Wolverhampton StreetDY1 1JW,01384 459551,info@dbltalbots.co.uk, 01384 459 945,: http://www.dbltalbots.co.uk,512413
DE BRIDGE SOLICITORS,HO,52 Lower Clapton RoadE5 0RN,020 8986 2581,operations@sra.org.uk, 020 8986 2821,,523087
DE SOYZA & FERNANDO,HO,68 Alleyn ParkSE21 8SF,0208 670 9918,upali@desoyzaandfernando.co.uk, 0208 766 7805,,522155
DEAN MANSON SOLICITORS,HO,243-245 Mitcham RoadSW17 9JQ,020 8767 5000,info@dmansonsolicitors.com, 020 8767 0456,: http://www.dmansonsolicitors.com,428383
DEBRIDGE SOLICITORS,HO,The Print HouseE8 3DL,0207 923 9655,operations@sra.org.uk, 0207 923 9644,,448477
DECCAN PRIME SOLICITORS,HO,79 College RoadHA1 1BD,,tsreddy@tsvsolicitors.com,,,533403
DEEN SOLICITORS,HO,1st FloorLU1 1RX,01582 484 900,law@deensolicitors.com, 01582 484 901,: http://www.deensolicitors.com,387732
DEEN SOLICITORS,HO,70-78 Collingdon StreetLU1 1RX,01582 484 900,law@deensolicitors.com, 01582 484 901,: http://www.deensolicitors.com,533571
DEIGHTON GUEDALLA LLP,HO,382 City RoadEC1V 2QA,0207 713 9434,vg@deightonguedalla.com, 0207 837 7473,,470722
DENBY & CO SOLICITORS LIMITED,HO,119 Duke StreetLA14 1XE,01229 822366,rdenby@denbyco.co.uk, 01229 870109,: http://www.denbyco.co.uk,466713
DENBY & CO SOLICITORS LIMITED,BRN,Ellers HouseLA12 7LT,01229 582283,operations@sra.org.uk, 01229 581129,,466714
DENHAMS,HO,Onslow HouseGU1 4HU,01483 456450,enquiries@denlaw.co.uk, 01483 456451,: http://www.denlaw.co.uk,78993
DENLEYS,HO,12 Long StreetTA4 4QN,01643 707998,denleys@tiscali.co.uk, 01643 707998,,309584
DENNINGS LLP,HO,CastlemillDY4 7UF,0121 226 3550,operations@sra.org.uk, 0121 226 3551,: http://www.denningsllp.co.uk,472347
DENT ABRAMS SOLICITORS (LONDON),HO,7th FloorW6 8DA,0208 917 9180,dentabrams_london@hotmail.co.uk, 0208 917 9228,: http://www.dentabramslondon.co.uk,488817
DENTON SOLICITORS,HO,113 George LaneE18 1AB,020 8989 7477,info@dentonsolicitors.co.uk, 020 89899 022,: http://www.dentonsolicitors.co.uk,469153
DEREK J HAYWARD & CO,HO,19 Railway StreetME4 4HU,01634 815651,operations@sra.org.uk, 01634 840068,,50960
DEREK M JORDAN,HO,Chapel StreetBD24 9HT,01729 823589,jordandm@globalnet.co.uk, 01729 822250,,52163
DEREK M JORDAN,BRN,Station RoadLA2 7LH,01524 261254,jordanm@globalnet.co.uk, 01524 263461,,52165
DESMOND WRIGHT,HO,1094 Uxbridge RoadUB4 8QH,020 8561 4888,deswright@btconnect.com, 020 8569 1814,,388398
DEVAS KEOGH JAMES,HO,2 King StreetPE1 1LT,01733 340666,operations@sra.org.uk, 01733 312757,,77901
DEVEREAUX SOLICITORS,HO,Oldebourne HouseWC2A 1JE,020 7242 7766,operations@sra.org.uk, 020 7242 8879,: http://www.devereaux-solicitors.com,428395
DEVERS & CO SOLICITORS,HO,Devers HouseLS25 9AS,01977 783 363,info@deverslaw.com, 01977 681 888,: http://www.deverslaw.com,510442
DEVINE & CO SOLICITORS,HO,13 Chester RoadCH65 9BE,0151 356 2009,operations@sra.org.uk, 0151 356 2007,,363714
DEVINE O'KEEFFE SOLICITORS,HO,27 Regent StreetCV32 5EJ,01926 888947,devineokeeffe@demon.co.uk, 01926 888948,,382160
DEVONSHIRES,HO,30 Finsbury CircusEC2M 7DT,020 7628 7576,info@devonshires.co.uk,  020 7256 7318,: http://www.devonshires.com,49857
DEWES SKETCHLEY,HO,10 ColehillB79 7HE,01827 58391,operations@sra.org.uk, 01827 54313,,74048
DEXTER AND PORT LLP,HO,84 Oxford RoadRG1 7LJ,0118 955 1910,operations@sra.org.uk, 0118 950 5371,,490217
DEXTER HENRY & CO,HO,227b Streatham High RoadSW16 6EN,020 8769 5550,dexterhenry@aol.com, 020 8769 0061,,320977
DF LEGAL LLP,HO,62/63 High StreetGL20 5BJ,01684 850 750,aavery@dflegal.com, 01684 297717,: http://www.dflegal.com,420596
DF LEGAL LLP,BRN,13 The SouthendHR8 2EY,01531 633 222,aavery@dflegal.com, 01531 631 666,: http://www.dflegal.com,420597
DH LAW SOLICITORS LLP,HO,142 Uxbridge RoadW7 3SL,0845 8833 266,rheian@dhlaw.rog.uk, 0845 8833 267,: http://www.dhlaw.org.uk,472119
DH LAW SOLICITORS LLP,BRN,31 Southampton RowWC1B 5HJ,0845 8833 266,city@dhlaw.org.uk, 0845 8833 267,: http://www.dhlaw.org.uk,511567
DHANJU MCLEAN SOLICITORS,HO,DMA HouseSL0 9HW,01753 651 743,info@dmasolicitors.co.uk, 01753 653 821,: http://www.dmasolicitors.co.uk,403092
DICKINSON DEES LLP,HO,St. Anns WharfNE1 3DX,0191 279 9000,law@dickinson-dees.com, 0191 274 9100,: http://www.dickinson-dees.com,449247
DICKINSON MANSER,HO,5 Parkstone RoadBH15 2NL,01202 673071,enquiries@dickinsonmanser.co.uk, 01202 680470,: http://www.dickinsonmanser.co.uk,48773
DICKINSON MANSER,BRN,219-221 Lower Blandford RoadBH18 8DH,01202 692308,operations@sra.org.uk, 01202 601353,,407861
DICKINSON WOOD,HO,28 South ParadeDN1 2DJ,01302 329504,lgb@dickinsonwood.co.uk, 01302 323636,: http://www.dickinsonwood.com,71992
DICKSONS SOLICITORS LIMITED,HO,Gordon ChambersST1 1HQ,01782 262 424,enquiries@dicksonssolicitors.co.uk, 01782 684 001,: http://www.dicksonssolicitors.co.uk,495113
DICKSONS SOLICITORS LIMITED,BRN,7-9 The BoulevardST6 6BD,01782 262 424,stephen.marsden@dicksonshmb.com, 01782 575 261,: http://www.dicksonssolicitors.co.uk,495123
DIPAK ACHARYA & CO SOLICITORS,HO,45a Melton RoadLE4 6PN,0116 266 0627,info@acharya.org.uk, 0116 224 7998,,402744
DIXON COLES & GILL,HO,1 Burton StreetWF1 2DA,01924 373467,lbox@dixon-coles-gill.com, 01924 366234,: http://www.dixon-coles-gill.com,48813
DIXON COLES & GILL,BRN,22 Westfield RoadWF4 6HP,01924 263166,jwilding@dixon-coles-gill.com, 01924 264244,,330093
DIXON STEWART,HO,72 Station RoadBH25 6LF,01425 621515,enquiry@dixonstewart.com, 01425 638324,: http://www.dixonstewart.com,176383
DIXON STEWART,BRN,374 Lymington RoadBH23 5HB,01425 279222,enquiries@dixonstewart.com, 01425 278512,: http://www.dixonstewart.com,176384
DLA PIPER INTERNATIONAL LLP,HO,3 Noble StreetEC2V 7EE,08700 111 111,operations@sra.org.uk,,,386993
DLA PIPER UK LLP,HO,3 Noble StreetEC2V 7EE,08700 111 111,operations@sra.org.uk, 0207 796 6666,: http://www.dlapiper.com,401322
DLA PIPER UK LLP,BRN,1 St Paul's PlaceS1 2JX,08700 111 111,operations@sra.org.uk,,,401419
DLA PIPER UK LLP,BRN,Princes ExchangeLS1 4BY,+44 (0) 8700 111 111,operations@sra.org.uk, +44 (0) 113 369 2369,: http://www.dlapiper.com,401422
DLA PIPER UK LLP,BRN,Victoria Square HouseB2 4DL,08700 111 111,operations@sra.org.uk, 0121 262 5794,: http://www.dlapiper.com,401423
DLA PIPER UK LLP,BRN,Seventh FloorL2 0NH,08700 111 111,operations@sra.org.uk, 0151 236 9208,,401424
DLA PIPER UK LLP,BRN,101 Barbirolli SquareM2 3DL,08700 111 111,operations@sra.org.uk, 0161 235 4111,,401425
DLA PIPER UK LLP,BRN,Carlton HouseM2 5PE,08700 111 111,operations@sra.org.uk, 0161 235 4111,,401426
DLC SOLICITORS LIMITED,HO,38 Railway RoadBB3 2RJ,01254 761234,info@dlcsolicitors.co.uk, 01254 760929,: http://www.dlcsolicitors.co.uk,366324
DMH STALLARD LLP,HO,100 Queens RoadBN1 3YB,01273 329833,operations@sra.org.uk, 01273 735801,: http://www.dmhstallard.com,490576
DOBSON & SLEEMAN,HO,29 Baker StreetTS1 2LF,01642 231707,colinsleeman@dobsonsleeman.co.uk, 01642 890833,,68874
DOBSONS,HO,Crown BuildingBR6 0TN,01689 886300,mail@dobsons.org.uk, 0871 429 0048,,508335
DODDS & PARTNERS,HO,32 Friar LaneLE1 5RA,0116 262 8596,enquiries@dodds-partners.co.uk, 0116 251 6292,: http://www.dodds-partners.co.uk,304525
DOLLMAN & PRITCHARD,HO,8 The SquareCR3 6XS,01883 347823,sd@dollman.co.uk, 01883 340628,: http://www.dollman.co.uk,48857
DOLPHINE SOLICITORS,HO,Unit 150 SE5 7HN,020 7358 6160,operations@sra.org.uk, 020 7358 6170,,470956
DON SOLICITORS,HO,1 Olympic WayHA9 0NP,0208 782 1130,operations@sra.org.uk, 0208 782 1133,: http://www.donsolicitors.co.uk,421667
DONALD RACE & NEWTON,HO,4 Nicholas StreetBB11 2AG,01282 433 241,pm@drnlaw.co.uk, 01282 831 720,: http://www.drnlaw.co.uk,57904
DONALD RACE & NEWTON,BRN,25-27 Carr RoadBB9 7JZ,01282 615301,operations@sra.org.uk, 01282 698478,,57905
DONALD RACE & NEWTON,BRN,59 Albert RoadBB8 0BX,01282 864 500,pjr@drnlaw.co.uk, 01282 869 579,,57906
DONALD RACE & NEWTON,BRN,5-7 Hargreaves StreetBB11 1EN,01282 433241,operations@sra.org.uk,,,488829
DONNELLY & ELLIOTT LTD,HO,38 Stoke RoadPO12 1JG,02392 505500,enq@donnelly-elliott.co.uk, 02392 503980,: http://www.donnelly-elliott.co.uk,439703
DONNELLY MCARDLE ADAMSON,HO,26 Frederick StreetSR1 1LT,0191 5109911,enquiries@dma-law.co.uk, 0191 5677666,: http://www.dma.law.co.uk,510078
DONNELLY MCARDLE ADAMSON,BRN,15 Norfolk StreetSR1 1EA,0191 5143020,enquiries@dma-law.co.uk, 0191 5101223,: http://www.dma-law.co.uk,511495
DONNELLY MCARDLE ADAMSON,BRN,155 York RoadTS26 9EQ,01429 274732,enquiries@dma-law.co.uk, 01429 260199,: http://www.dma-law.co.uk,511499
DONNELLY MCARDLE ADAMSON,BRN,9-11 Burnhope WaySR8 1BT,0191 5863581,enquiries@dma-law.co.uk, 0191 5180648,: http://www.dma-law.co.uk,511503
DONNELLY MCARDLE ADAMSON,BRN,Unit 115TS18 1DW,01642 345150,enquiries@dma-law.co.uk, 01642 345152,: http://www.dma-law.co.uk,511504
DONNELLY MCARDLE ADAMSON,BRN,56 Duke StreetDL3 7AN,01325 482299,enquiries@dma-law.co.uk, 01325 382918,: http://www.dma-law.co.uk,511505
DORCAS FUNMI & CO,HO,12 Brook StreetDA8 1JQ,1322335005,info@dorcassolicitors.com,1322333505,: http://www.dorcassolicitors.com,469101
DORIANS,HO,Wyvern ChambersDE21 6BF,01332 680580,enquiries@dorianssolicitors.com, 01332 672300,: http://www.dorians-solicitors.co.uk,72914
DOUGLAS WEMYSS SOLICITORS LLP,HO,18 Friar LaneLE1 5RA,0116 2999 199,operations@sra.org.uk, 0116 2999 099,: http://www.d-w-s.co.uk,420612
DOVES SOLICITORS LLP,HO,209 Old Kent RoadSE1 5NA,0207 232 5100,info@dovessolicitors.co.uk, 0207 232 5101,: http://www.dovessolicitors.co.uk,484920
DOWNES & SIDDALL,HO,16 West ParadeLN1 1JT,01522 543343,operations@sra.org.uk, 01522 538893,,71287
DOZIE & CO,HO,332-334 High RoadN15 4BN,0208 8082244,nnadozie.okpokiri@dozielaw.co.uk, 0208 808 2266,: http://www.dozielaw.co.uk,291690
DRAYCOTT  BROWNE SOLICITORS,HO,12 Oxford CourtM2 3WQ,0161 228 2244,enquiries@draycottbrowne.co.uk, 0161 228 1144,: http://www.draycottbrowne.co.uk,282335
DRAYCOTT  BROWNE SOLICITORS,BRN,9a Ashton LaneM33 6WT,0161 228 2244,enquiries@draycottbrowne.co.uk, 0161 912 0888,: http://www.draycottbrowne.co.uk,311699
DREW JONES,HO,17 Queens RoadCV1 3EG,024 7655 5511,law@drewjones.co.uk, 024 7655 5577,: http://www.drewjones.co.uk,80185
DRIVER BELCHER SOLICITORS,HO,The SquareSO32 1GJ,01489 892101,pdbelcher@driverbelcher.co.uk, 01489 895019,: http://www.driverbelcher.co.uk,48975
DRIVER BELCHER SOLICITORS,BRN,3 St. Johns RoadSO30 4AA,01489 785 737,pdbelcher@driverbelcher.co.uk, 01489 788 779,: http://www.driverbelcher.co.uk,48976
DRIVING DEFENCES LLP,HO,Suite 402BL9 9NB,0161 763 2708,info@drivingdefences.com, 0161 763 2788,: http://www.drivingdefences.com,473583
DRIVING DEFENCES LLP,BRN,Gainsborough HouseW1D 2EU,0207 903 5144,operations@sra.org.uk, 0207 9035333,,512505
DRUMMOND WALKER SOLICITORS,HO,25 Cardiff RoadLU1 1PP,01582 720919,info@dwsolicitor.co.uk, 01582 727407,,498142
DUDMAN SHAW LTD,HO,The GalleryEX2 4AN,01392 209209,solutions@rundlewalker.com, 01392 209208,: http://www.rundlewalker.com,402197
DUNCAN KENNEY,HO,Restdale HouseWR1 1EE,01905 25221,info@duncankenney.co.uk, 01905 23221,,471905
DUNCAN LEWIS (SOLICITORS) LTD,HO,Viking HouseHA1 2AX,0207 923 4020,admin@duncanlewis.com, 0207 923 3320,: http://www.duncanlewis.com,309586
DUNCAN LEWIS (SOLICITORS) LTD,BRN,1 Kingsland High StreetE8 2JS,0207 923 4020,admin@duncanlewis.com, 0207 923 3320,: http://www.duncanlewis.co.uk,401577
DUNCAN LEWIS (SOLICITORS) LTD,BRN,Woburn HouseSW11 2PD,0207 923 4020,admin@duncanlewis.com, 0207 923 3320,: http://www.duncanlewis.com,470857
DUNCAN LEWIS (SOLICITORS) LTD,BRN,Bedford HeightsMK41 7PH,0207 923 4020,admin@duncanlewis.com, 0207 923 3320,: http://www.duncanlewis.com,492174
DUNCAN LEWIS (SOLICITORS) LTD,BRN,54 Goldhawk RoadW12 8HA,0208 7629030,admin@duncanlewis.com, 0207 923 3320,: http://www.duncanlewis.co.uk,493811
DUNCAN LEWIS (SOLICITORS) LTD,BRN,1-5 Western RoadRM1 3LD,0207 923 4020,admin@duncanlewis.com, 0207 923 3320,: http://www.duncanlewis.com,495379
